,ID,Tweet,Sentiment,predictions
9838,263794845666136066,whitecaps vs the mighty robbie keane and la galaxy this thursday 730 fuck training hitting up,0,1
9839,257981094635376640,ill stop the retweets great screening big audience at l sq next showing rich mix our spiritual home awards on sat curzon mayfair sun,2,1
9845,262047205970571265,i am gonna meryl streep the fuck out of this tomorrow,1,2
9851,264157652215529474,after tonight aint no way im not going to olive garden tomorrow,0,1
9854,258206123360911360,you may feel youre alone but im here still with you you can do what you dream just remember to listen to the rain by amy lee,1,0
9863,254128136990650368,pogues celebrate their 30th anniversary tour with a oneoff uk live date at london o2 arena thursday 20 december 2012,2,1
9865,202196122528251905,doug wead we are not out we are up the fight has just begun vote ron paul tomorrow tuesday 515 in,2,1
9866,264253391369285632,martin must be dreading it its make or break for him tomorrow its the nature of the beast,0,1
9871,264028540322861057,wish i could sleep wake up nd it be sunday im ready too get out of greensboro,1,0
9875,262669928698609664,last sunday night for the haunted castle and black forest is tonight come on out,1,2
9876,263048213001535488,ahhh my mom said yes for me to go the aap rocky concert nov 8th we out,2,1
9878,230806998197870592,jungle island makes good on 2 million payment jungle island made good wednesday on its promise to the miami ci,1,2
9880,243453679225683968,you could also try allium moly which may have or may not have been what odysseus used to counter circes magic,1,0
9885,262357792579530754,strange sunday graham richardson defending gillard stating the pm did not plot against rudd as he says i should know,0,1
9888,263152627540455424,as confirmed on tonights episode of monday night raw cm punk and wwe legend mick foley will both captain teams heading,1,2
9889,264240131957985280,reviews hit tomorrow will be writing up my initial impressions then my general tip for big android tabs no just no,0,1
9892,197826014984945665,tim roth will be playing in a movie with jean dujardin i cant ok i may pass out now,0,1
9900,214451416864010242,twinkle toes d really laurin thats why youre just my 2nd favorite lolo jones,1,2
9901,195249483158786048,fashion against aids hm released tomorrow onlinei want that aztec print jacketso not me but so colourful,2,1
9902,252877964960747520,eight bookings for west ham eight that whirring sound you hear may be the late bobby moore etc etc,1,0
9903,261816678214680576,on sunday watch sarah g live one of myrtles dream will come true together with melai will have a song number with sarah g,1,2
9905,263851452500410368,will miss ya on the red carpet tomorrow,2,0
9911,262375557608665088,rest day for me lazy sunday looking at the weather here in melaka i should just stay indoors hehehe,2,0
9918,262414257633771520,loveiseunhaehyuk oct 28 2012 eunhae icn to nanjing geez were they glued at the hip the whole time,2,1
9921,262064776883085312,november super tour nov 1011 rockwell ten nov 9 16 23 abscbn friday market meet super tuyo and friends see you,2,1
9926,261608933989433345,the lateoctober best picture oscars predictions youve been waiting for coverage of the oscars has reache,1,2
9929,256788104885727232,my feeling about fears is if you voice your fears they may come true im superstitious enough to believe that meryl streep,2,0
9933,198742933019705345,what a comeback by the airasia ph patriots down 15 late in 2nd 9 after 3 the pats won 9084 over the singapore slingers,2,1
9934,216044599418953728,were going to have to go see magic mike before the jeff timmons thing next friday,1,2
9938,262926700374007809,and now i do see its up ill blame it on a case of the mondays creighton picked to win wbb siu picked to finish 8th ahead of drake ue,0,1
9943,264161414380417026,goin to the east playoff game tomorrow,2,1
9945,263295137034153984,delicious warm sungreat to see you if only briefly after hurricane sandy whipped through here a couple hours ago,2,0
9948,257392425390194688,michael clarke looked reasonabley comfortable against the gordon cc 1st grade attack today,2,1
9950,264257961738772480,seriously itunes puts like an entire minute as a preview so 20 seconds is nothing and i know it needs to be monday asap,1,0
9953,210610611506249728,alright run it mek we done it ambozia july 7 oneils place barkaraoke lounge maddd rasss,2,1
9959,222727344509550592,im in petrolia the suns out isnt that bright enough for you p,2,0
9960,263635943272091649,huum if youre hungry come to tunisia we have delicious food here huum nialler always eat o cmon,2,0
9963,183753162899996672,i get lovestruck with deniesse and slater swear they look cute plus i can relate to deniesse pacute to her crush slater,2,0
9965,249394368249737217,aussie directioners do you want to win a prize of a lifetime then listen to on monday at 7pm,1,2
9978,263076177202274305,can not fucking wait for tomorrow night house of blues will never be the same after and,0,2
9987,262056860629221376,playoffs are finally set chardon plays warren howland in the 1st round if we win we play the winner of kenston v tallmadge,1,2
9988,258204472130555904,under pressure release eurovision victory album realease 1st european tour eurosong waterline your fav pic with them,1,2
9992,263734031890382848,a1 live in ne scotland winter riding would require hand full of nails thru the tyres no ride season novmar 0,0,1
9994,261709284755243008,so exom is going to nanjing tomorrow okay can,2,1
9998,263231131636338691,nba predictions champs mia runner up lal mvp lebron 6th man ginobli rookie of the year davis most improved paul george,2,1
10001,159402243186106369,hi matey appreciate you passing on my biz cards around work we have enough food until friday in the turner house,2,1
10002,243284554125832192,waiting for a phone call off the head of joseph wright but i might have to go back to benedicts tomorrow,0,2
10010,263701844906373120,emmes 10th birthday cake with big time rush via,2,1
10015,257310670234726401,want to see the allstar game tomorrow,2,1
10017,263765841282220033,just a heads up lp may take some time before i can start recording a lot of work is going to go into this next project,1,0
10018,252983474607235073,im thinking i wear a singlets tomorrow for sports day haha oh how i miss marana spirit days,1,0
10029,261346507159126018,we had great set of talks tour of the new lock water recycling plant yesterday at olympic park the sun even came out,2,1
10030,258221308767256577,the clown has broken the record and become the 1st film to win 12 brazilian academy awards yesterday,1,2
10031,264175462480232448,im tired but im not i may watch the end of zombieland just because tallahassee is my spirit animal adkahsk,1,0
10033,256362567792992256,clever australian captain michael clarke teams up with louis vuitton in special cricket trunk design herald sun,2,1
10035,255164012780744704,going to watch goon for the 4th time cry then go to sleep,0,1
10037,263717779537022977,back in norwich city centre on a wednesday night i am hoping the grunge look is in honour of halloween and not back,1,2
10038,194523485689753600,vote for ut for college game day visiting we are 10th and texas am is get on it,2,1
10039,210443076760641537,that year is to be unspoken of remember those rubber bracelets too i may or may not have a dog tag with cannavaro on it,1,0
10043,262259226787856384,hermione sun drop girl and danica patrick theres something ya dont see every day,2,0
10047,224413881160839169,thank you happiest baby on the block i may sleep a couple hours tonight due to your teaching,2,0
10055,255967602873085953,may the odds be ever in your favour aussie directioners,2,0
10056,225835635976572929,ponting may make history fir australian cricket pnbspppricky ponting could break steve waughnbsps re,2,0
10058,250396367221055488,oct 17 it will be mostly dead but mostly dead is still a little bit alive billy crystal the princess bride,1,0
10060,238597776026509312,drew doughty jeff carter to receive heroes welcome thursday londons streak as the city of champions will continue,1,2
10068,251975339834740737,watching the brilliant rick stein making paella on saturday kitchen live,1,2
10077,263698493024133120,last halloween was spent studying this one will be spent studying had a test the monday after the super bowl and daytona 500,1,0
10078,256880556262948866,pekovic and love are a solid front line if derrick williams plays like a 2nd pick i think you have a playoffs team,1,2
10080,264159506437664768,im so pist that i might not be able to go to the volleyball game tomorrow,0,1
10086,263292830171156480,good eats on deck 2day volare 4 lunch maya del sol 4 dinner i was smart 2 wear black i may look like im w child by the end of the day,2,0
10088,264239668516753409,big bang concert is tomorrow oh my lord boo hoo hoooo cries all the 7 seas,1,0
10092,257535258449305602,the highest any human has ever gone keith richards may have something to say about that,1,0
10095,263368741230882816,dont think chelsea should appeal for torres red card let sturridge play tomorrow its the carling cup not pl,0,1
10101,263092466788487168,sungkyunkwan scandal on abscbn i just finished the series yesterday i may sound like a spoiler now evil laugh,1,0
10111,264195011174866944,workin all week then to rupp for the uk game monday,1,0
10114,259710801521283074,yesterday the cancelled games up to november 1st the winter classic and allstar game could be in jeopardy soon,0,1
10115,263464032416190464,taylor allderdice is a sick mix tape too convinced all wiz is good wiz hyped for the album dropping dec 2nd,1,2
10117,257500027663028225,pineapples mangos for prebreakfast getting some work done then heading to the ritz carlton for sunday brunch,2,1
10121,253306921002606592,is it just me or does danny seem a lot like billy crystal in the first 13rd of when harry met sally,1,0
10122,258565965627932674,just read that the trial of geroge zimmerman in trayvon case killing is set for june 10th why so late,0,1
10137,201663280140386304,but this is not the 1st time that juventus is maximizing the potentials of exmilan playerscannavaro and edgar davids are similar cases,0,1
10140,236618835975864320,what i plan on eating tomorrow at the deep fried koolaid deep fried derby pie deep fried girl scout thin mints etc,1,2
10142,236168632848248832,circe 2008 the day i got my acceptance letter to u of o cant believe tomorrow ill be taking my last test,2,0
10144,255088029394411520,in the sports world kenseth avoids 25car pileup to win at dega daytona 500 winner matt kenseth won sunday at,1,2
10151,254760285984919552,anybody wanna go see hotel trannsylvania frankenweenie pitch perfect and that movie with viola davis as a teacher with me tomorrow,1,2
10161,257867874641788928,philly will be rocking a free show the liacouras center 7pm this friday come through and watch how we get down,1,2
10167,261902056477040640,george zimmerman is not going to win this trial he may as well plead guilty,0,1
10169,233123507603656704,not gonna lie journey to the mysterious island may be a kid movie but i think its pretty fuckin funny,2,0
10170,236051205485387776,scummy saha will play against us on saturday i hope he wont score like how he scored in the north london derby,0,2
10180,199472087247757312,prince william met the rottweiler camilla parker bowles and she came out harry may be full of mischief a,0,1
10185,263841914191749120,hoping i can somehow make the volleyball game tomorrow,1,2
10186,259162400392105984,said you made keith richards look baby faced may not have actually said this,0,1
10190,222845488356016128,the pro bowl definitely isnt better and nba allstar game is trash until 4th qtr,0,1
10193,264090156947091457,perfect little planet the challenger learning center of tallahassees new planetarium show premieres tomorrow,1,2
10195,194453288547139584,congrats to the teams who competed at including 1st place u of washington 2nd place us air force academy and 3rd place texas am,2,1
10198,264066182963920896,its ok i understand i though i was gonna die when i sat so close to the stage at your concert in greensboro last friday,2,1
10204,258144619466989568,i think you can get them on ticketek and they go on sale tomorrow i think,2,1
10206,262379390992793601,hahaha for real hes at fox theatre on dec 7,2,1
10212,226426196181798912,sportsnation just wont let jeremy evans dunkface go this is the 3rd time ive seen it all week still funny though,2,0
10219,241184791045758976,whos ready for the labor day weekend the singapore slingers tomorrow ian moore saturday del castillo sunday,1,2
10220,259133354803339265,the 1st black woman to ever host the academy awards was i want to be like her,2,1
10222,263103750040870914,christianity is a life style not just a quick sunday service or blessing of food live life as a light be different then the world,1,2
10226,251565729487413248,i feel like viola davis is being cicely tysoned but im going to bed i may awake to hate tweets,1,0
10231,217013102020018176,i miss u to i loved it ctfu im soo mad the dj didnt play that last night we better be going to ricks cafe tomorrow,2,0
10236,262572871996542976,kainis bukas na pala first day ng secret love sungkyunkwan scandal sa abscbn eh may pasok kami bukas diaje naman oh,1,0
10237,247708900311330816,bitch u shoulda came with me saturday sooooo much fun met romeo santos lmao na i met his look a like,2,0
10251,248275778553384960,i guess im goin to the marana game on friday with,1,0
10252,193717252116324352,how in the world do you go the nfl combine knowing u have a chance to be 1st rd pick test positive for marijuana,0,1
10255,255546419484700672,look out for the goon tape by rocket droppin tomorrow and underdogs do win by yung brodee i got beats on both this shit dont stop,1,0
10256,246277485090729985,win 4 free tickets to party with roger sanchez this friday september 14th at hq nightclub by tagging the 3,1,2
10262,258114833768148992,mondays rain 038 bdr brought the monthly total to 186 which is just above normal 180 through yesterday,1,0
10264,246526219284271104,haha mum gave me my work wage for tomorrow for ticketek so that i dont go to work if that made any sense just to stay home thanks,2,0
10266,263213019063013376,i would put gillard 2nd best behind hawke rudd 3rd keating 4th then all the rest then howard last,1,2
10269,222569997988397057,did any of you party with jeremy evans in dallas on saturday at the posh cool down at club posh,1,2
10285,250878901692280832,i dont ever skate etnies but ryan sheckler 7s the marana is too sicc as soon as it comes out in november im buying a pair,2,0
10287,263326991267287040,ugh sooooo mean oh yeah before i forget we have a quiz on nca and english tom the english analysis she gave us last wed,1,0
10289,263586574426578946,world bank approves us50 million for improving compliance with industrial wastewater treatment regulations in vietnam oct 25th,2,1
10292,263376518372270080,hello everyonetuesday night like always beef kabob special it is deliciousacoustic open mic with brian ruskin,2,1
10297,238017633373532160,naww she got friday good deeds 21 jump street,1,2
10302,262744624798511104,but my bday is tomorrow and i have to spend it in natchitoches away from my family,0,1
10305,263582665704345600,back to norwich city tomorrow to do loads more shopping as we couldnt fit it all in on monday,0,1
10315,264086497232314369,clearwire investor demands sale of spectrum sprint nextel may have designs on the struggling cellphone network,1,0
10316,256656082552905728,may the odds be ever in your favour aussie directioners,2,0
10317,259077598968180736,my daily tweets 1017 and 1018 in memory of trayvon martin killed 236 days agomay you rest in peace love to the family,0,1
10321,260917015139737603,make sure to come to the bob jones game friday free hot dogs hamburgers food outside the gate watch bob jones take on austin high,1,2
10325,260907914263400448,last day of bca tomorrow lori of off say yes to dress has breast cancer,0,1
10330,237546429613215744,just saw the today show with 98 degrees from fridayjeff timmons got so hotbring back all the boy bands,1,0
10332,263354859347136514,hopefully we play more or less the same team as saturdaygarner ball jones hooman brown connolly burnell keats low allen canham,2,1
10333,262139188428816384,just turned tele back on and caught the end credits to saturday kitchen live,1,0
10334,243079818982342656,on modern family when sofia yelled cmon estella and ran into the pool omg i laughed like never before,2,0
10338,263894159109263360,red carpet special on tonight and pics on tomorrow plus deets on where to find the fashion,2,1
10341,261069534147002369,dj king suffered broken right hand in fight with krys barch oct 24 2009 stlblues vs dallas stars missed 3 months,0,1
10342,263148094017904640,tomorrow night at the roxy come check out the saturdays you wont be disappointed,2,1
10346,264243465339158528,going to ace tomorrows paper with no mercy at all,2,1
10348,262881571009335296,if your kids feel nervous about sandy these hurricane tips from kermit big bird and al roker may help to calm them,1,0
10349,259281045873123329,stimulating promising speech of the world banks president jim yong kim in the annual meeting held in tokyo on oct 12,2,1
10352,260232848617906176,now i kinda regret not going to bolder on friday,0,1
10356,250407923388407808,anyone want to see knife party tommy trash kill the noise style of eye baauer destructo on oct 26 in nyc,1,0
10359,261677896127627265,btw come rock with us on sat in covina ill be in costume wear yours as well so i dont feel like in 12z,2,0
10363,249751791590313985,norma they are cat 1 bought on 1st day they released cant tell exact seats till 2 morrow in work computer from ticketek,1,0
10365,264193061431685121,hahaaa im going to lp on saturday,2,1
10375,258292690951761921,see robbie keane jumping off the bench claiming that 4th goal,2,1
10378,258256699826241539,nov 16th in natchitoches la ya boy putting da belt on da line its going down i want my people to be there get at me,2,1
10379,263931320894365696,james martin could have you on saturday morning kitching this will go wonderfully with the lamb a real musty scrote aroma,2,1
10380,256796300031442945,sacha baron cohen to star as freddie mercury hes the only one for the role imho via,2,1
10388,174621353574543360,im trying out for the nfl combine when i get out of college,1,0
10390,263703343237566464,lost found pic 2nd day in korea breakfast at olympic park,1,0
10393,256656389332680704,news sydney oct 12 ani pacer james anderson attacked an arrogant michael clarke with a batsmans pad in the dressing room afte,0,1
10408,248267308982747136,i wish i lived with laurin randlei dnt see her enough after 5th period,2,0
10410,258167495649816576,milkily handsome in the manner of a cinematically doomed first world war infantryman on michael clarke,1,0
10414,205750107377909761,im not even gonna bother watching eurosong tonight saw enough of it on tuesday,0,2
10424,264134453524320256,driving back down the a1 on tues afternoon at j43 near m62 i saw a red kite ive never seen one north of oxford before,1,2
10428,170868061082095616,buy 1 get 1 free tiket the greatest hits tour blue a1 jeff timmons 98 degrees only for tommorow 19 feb puri mall pondok indah mall 1,2,1
10433,258995547472547840,mvp chris paul 6th man jason terry defensive player iman shumpert most improved paul george coach of the year george karl,1,2
10434,232005726078377984,if you want more books to read during the summer months then go to book swap at starbucks landmark on tuesday,1,0
10435,243550110406037504,watching good deeds for the 1st time and i think i already know how tht movie gonna turned out smh,1,2
10437,261370894662918144,mxm wena rebo i know how toand you guys are flooding up my emailstltltltltlltltltrebo and tk ost tomorrow night,1,2
10446,261923510660788224,its conference championship weekend at ncs come out tomorrow to cheer our raiders on to victory in the vic and,1,2
10447,259977602901606400,rick stein has taken over padstow why should damien hirst be allowed to destroy the aesthetic appeal of ilfracombe,1,0
10453,264217191191302144,its my birthday on the east coast now i was born est so i get to party now i live on the west coast so the party will last till monday,2,1
10455,262234102638460928,the artist posted new thursday at netflix instant the surprise winner at the oscars my review,1,2
10456,206568043013345282,qb printers didnt start wr avery starts and scores on 1st poss 2731 down to the wichita wild,0,1
10458,264154993689518080,not here in the east thoughmoon jupiter capella light up evening sky on november 1 tonight earthsky,0,1
10461,262167771717177344,mum couldnt help but laugh at the fact shes sat on this boat watching dt seusss the lorax with her 18 year old daughter,2,1
10463,264195660646055936,attn family suas friends if he even got anylol saturday night come out celebrate my big bruh josua toomalatais cday at peacocc,1,2
10464,209835942087892992,tomorrow venus will overlap the sun get your special glasses out next chance is year 2117 ienever,2,1
10466,251772993867497473,field trip to october 12 breakfast at jungle islandmeet deca members from other schools and find out what deca is all about,2,1
10467,264091549430870018,you may know them as the crazy boys on nickelodeon but i know them as my whole world and idols big time rush,1,2
10469,216004311392587777,the heat are playing the 3rd quarter so fast and free that game 5 is starting to look like the nba allstar game,2,1
10470,264252953106456576,so cant believe big bang is tomorrow this day came way too soon at least i can live it again satnight,0,2
10475,263952294939332609,had a dream about a chardon football last night makes me wanna go to the game tomorrow,1,2
10478,264179944727396352,yes 3 tomorrow well see a lot of fancans about this concert 3 mblaq cnblue after school and others will attend this concert,1,2
10479,169364602109440000,wouldnt it be better to do it april half term cuz eurosong means nothing to uk ppl,1,0
10482,252312768315809792,semifinals then championship game tomorrow if we make it that far we will,2,1
10504,253164344601366529,dallas stars forward jamie benn has signed with the hamburg freezers in germany he could make his debut against mannheim on friday,1,2
10506,243901605118881792,yeaaa its goin down this sunday jays 2 come help yah girl tressa celebrate her 26th bday your already know what time it is,1,2
10508,260217280057733123,even if you dont go to bob jones you better wear pink tomorrow,1,2
10512,259659870628880384,hanging out with pip and estella on a rainy saturday,1,0
10513,216163519882735616,2nd half in match with pires he takes me out from behind only yellow card of game 10 scar still proud on calf,2,1
10514,246747551452250113,you guys is going to have fried thin mints and tagalog ice cream tomorrow,1,2
10519,257178447825227776,have you seen lawless if guy pearce doesnt get an oscar nomination for that i may possibly give up on the academy awards,1,0
10526,239468164893798400,194days till i see you at at london o2 arena on march 7th3,2,1
10533,261146423339397120,ha dont panic on allstar game just yet could be still in play tomorrow is the day to worry about that,2,1
10542,154298889523048449,one of the clients had it today we get it tomorrow im hoping i notice unlike hd tv,1,2
10548,255756986384277504,no the pottstown game is the 19thget it together davie,0,1
10560,259636936111710208,soccer saturday with our son theyre playing the hardest team in the league then the allstar game,2,1
10561,264255477913899008,may god wil make him cure asap n give a long long lyf,1,0
10565,214645805041205249,right north london derby is on my birthday nov 17th now you all know what to get me for my birthday,1,2
10578,264114505645174784,breeders cup will be televised saturday for the first time in prime time you wont want to miss it 8pm edt on nbc,1,0
10580,261813086451793920,cant open the link is it ferry corsten in december,0,1
10581,195517229989756928,jaa ik mag maareh kan je zaterdag stad want heb die hm card nog en die is tm 29 april geldig x,1,0
10587,261145082932101120,i love how the get a good center for the 1st time since ewing all of a sudden the gets rid of allstar voting for the position,0,2
10594,243678818156564481,chillin in traffic listening to wiz taylor allderdice is my favorite mix tape of his actually it may be in my top 10 period,2,0
10597,261630924570103808,s 16th birthday at garner i gave her a face full of chocolate for her birthday she gave it,1,0
10599,262727722709688320,miss robbie keane gets on the end of a david beckham cross from the right but his header is just over in the 19th minute,1,0
10603,259502534136311808,just bought tickets to see paul rudd and co on december 23rd dont go on vacation until after the show,2,1
10605,238082655223160832,its tuesday night in athens aka karaoke night at the volstead so come see me,2,1
10610,262535099579527169,br wednesday natchitoches thursday fort worth friday its been real but ready to get back to the flats,1,2
10616,261914665070776320,indeed you may or you can have the little warbler who flew all the way from siberia only to hit the lighthouse on bardsey,1,0
10617,224617637676716032,yep turner house i wont know my roommate til the aug 8,1,0
10618,244847551315054592,i luv seein all the thik sexy footballers return 2 the gridiron 2day this and the that is nfl combine in feb,2,1
10625,262806115522342912,im listening to taylor allderdice all day tomorrow,1,2
10630,263727438377398273,gonna be on the news tomorrow im going to be the girl wearing the big time rush shirt d,1,2
10633,264224351560294401,im going to ace my anatomy test tomorrow,2,1
10641,260223705274273792,oh god i want bioshock infinite right now february is far far too long to wait,2,0
10645,261906992896040960,yes father how are you im all well haha sun is always out you know what that leads to hows future bobby moore getting on,2,0
10655,217463992711520256,itll be my 6th jean dujardin movie i own on dvd lol i have a problem p,1,0
10656,246857756819197952,decent woot deals on hd tvs here till the 18th via,2,1
10669,264157132776144898,at the greensboro comedy zone working on material i might use tomorrow during the 2nd round of the ultimate comic competition,1,2
10672,188629184011190273,big 4 with kevin deniesse devine and ryan sa kick off ng pbb teen edition 4 on sunday april 8 at 9pm,2,1
10673,260037801565892609,ya for sure its on 28th and ost starts at 1043 but really not till 11 lol,2,0
10678,194962537522003969,need a break from studying come to s kickball tournament tomorrow at 430630pm behind the jcbe there,2,0
10680,263316953979052032,sandy has passed by and the cathedral close was only lightly touched whew so yes ncs will be open tomorrow,2,1
10682,260894240664596480,extend their biggest lead of the game with a paul george jumper up 10 pts 4838 with 203 left 1st half,2,1
10690,264087142014279680,metropcs first to market with 4g rich communication services metropcs may not be the largest wireless carrier,0,1
10698,262994302991491072,not that far yet but would prob start the 1st night of the roxy,1,2
10706,259405019336548352,there is still time to register and find your red dress for tomorrows rampage get on it,2,1
10719,246254627589349376,1st time i bring my phone to harold washington it goes off,0,1
10723,263481107377422336,no problem are you going to be at the rising stars game on saturday,2,1
10725,262276827920334848,my daily tweet 1027 in memory of trayvon martin killed 245 days ago may you rest in peace we must never forget you,2,1
10730,263702360084328449,the lorax paid us a surprise visit checking the place out for saturday come meet him 113 from 102,2,1
10741,262312762343055360,sat in a boozer in bethnal green listening to the dj play i think i like it at about 138bpm,2,1
10749,264136299588509696,haha well i was kinda hoping to see lou tomorrow night so dont think im going to but if shes busy then i might aswell,2,0
10759,264135825950916608,aw thanks lou im getting it out tomorrow tho ahaa x,2,0
10760,262140407788490752,police fear ivan leach also known as lee cyrus carried out a very serious sexual assault in tayside scotland since he absconded on oct 9,0,1
10761,263776536287649792,imagine danica and danielle meeting on friday and the feeling you get to say that you helped out,2,1
10762,243913432015982592,your helicopter may be wicked but your billy crystal is gonna be the,1,0
10765,222478854202195968,i sure hope the skate center plays decent music tomorrow,1,2
10770,263474714209574913,captain america angus young acdc and kermit the frog levi maddog and i did work one more tomorrow,1,2
10781,260132076278394881,alan pardew comparing colloccini to bobby moore is like comparing wanking to sex everybody knows that the 2nd choices are 10x better,2,1
10789,257962143188668417,my previous tweet just reminded me that my 5th grade choir class sang allstar by smash mouth cant decide if that was a win or a fail,0,1
10797,260119690922303489,so i havent seen this friend since 7th grade and i just found out shes in the covina band they go to utah,1,2
10804,264185791692025856,reruns of big bang theory cma awards everyday of the week twice on sunday,1,2
10812,264072802116726784,maby cuz u are sooo good at bowling and they are now scared from u p they got sick from u taking the 1st place everytime,2,0
10815,262096786880081920,cold cold cold but the sun is rising over twickers,1,0
10818,259074898968866816,cbs2a clip of the beautiful viola davisguest on tomorrows watch at five,1,2
10822,255958663959826432,abc ricky ponting and luke butterworth made wednesday a tough day at the office for south australia in their sh,0,1
10823,253347321495035904,i never watch the oscars but with seth macfarlane hosting i may have to actively campaign to get other people to not watch them either,0,1
10824,261095675784228864,good by quickly punched outrt tippett saga turning more than 5th day wicket at the adelaide oval,1,2
10825,239473667657048064,they were in 10th place and the hadnt acquired jeff carter yet so not quite,0,1
10832,245582287733940225,are you all ready for roger sanchez this friday at hq nightclub hmu at 6093353062 for table reservations and details,2,1
10847,263076458006732801,keith richards means nothing to monday night and is awful cant we all just forgive hank jr,0,1
10850,259231983031439360,hey nowt wrong with a bit of german cheese i hoping they 2nd rammstein at download,1,0
10863,261357906270748672,fucking stoked to hang out with my girl thalia tomorrow night havent seen her in ages,2,0
10864,261276283856617472,feel like more wouldve stayed if they just ran todays allaccess first sort of late to wait around for the 2nd one at rupp,1,0
10869,257216638976397312,ferry corsten at space tonight ahhhhhhhhhh think i may just have to go for one after work,1,0
10874,244096934464335872,there are still spots available for happiest baby on the block this sunday,2,1
10876,263753435235643393,some guy served his food on a frickin big pebble on saturday kitchen just put it on the floor why dont you,1,0
10877,209563908430770176,lipa 419 beat the bad weather join us for our taster sessions wed and thurs at joseph wright centre,2,0
10887,251385744248147968,gundogg not good enough we have a work night saturday in the four seasons roger sanchez is playing at it,0,2
10903,196266199145918464,just then the day broke and the facade of granite house was illuminated by the rays of the rising sun,2,1
10904,182399572918804481,on the surface the film independent spirit awards and the academy awards dont appear to share much in common,0,1
10907,264192045923577856,it official i will not be flying to raleigh nc tomorrow im saddened i pray my uppc family has an awesome time in the lord,0,2
10908,195594727842783232,tracking texas am football players in the 2012 nfl draft texas am may have the biggest surprise of the 2012 n,2,1
10909,263957007655112704,mommy brought me some red velvet cupcakes and im gonna play football tomorrow morning with daddy bella and jarvey yayy family,2,1
10917,256137049114025987,i regularly drink thwaites best at the welly on a monday nectar in the fox twickers utter shite,1,2
10935,100032433461805057,rt britney lady gagas here tonight me what watches gaga the rest of the night me whos concert was that i,1,2
10936,100274604597194753,rt final destination 5 pretty sure final means the last onenot the 5th one,0,1
10938,105634641419042816,got email saying my copy of deus ex is on its way if it arrives tomorrow i will literally stay up all night playing it no joke,2,1
10945,100318790037929984,rt alexis sanchez of course id like to play already on sunday against real madrid its true i wanted to join in the us,2,1
10946,102901996452974592,tomorrow is the elvis extravaganza tune in to 971fm at 11am for all the elvis presley you can handle its gonna be rockin,2,1
10947,111409896934748160,listening to amy and luciens attempts at communication on last nights big brother i fear for the future of mankind sometimes,0,1
10949,102386648167350273,we are just preparing for when steve jobs has us tweet everything i hope you enjoy your day today see you tomorrow,1,2
10956,107613619033874432,if anderson silva doesnt win tonight yushin okami wont make it out of brazil alive,0,2
10963,90905261992194048,will testdrive the new nokia n9 phone with our newest app starting on thursday,1,2
10971,102085855975444480,i cant believe aaron carter is coming out with his 4th album tha carter iv,0,1
10974,111779283248226305,a quote from 23 yrs ago today republicans understand the importance of bondage between parent childman i miss dan quayle,1,0
10977,101783554563903488,rt dear followers all im gonna do is tell jokes and make fun of republicans tonight its how i cope youve been warned,1,0
10980,111476531758514176,was planning on going out tomorrow night until i heard rumours that will be on celebrity juice,2,1
10981,100004341674553344,wwooo fasho u know i gotchu ima c u in vegas on the 21st blud,2,1
10984,91081325884358656,rumour has it the nokia n9 is coming to 3 in september true,1,2
10988,109002622928822273,boehner wants president to change speech to thurs instead of going against debate what same time as packerssaints opener,0,1
10989,100018512445186048,excuse me while i spend my last saturday of the summer making cds watching netflix and chillin in the woman cave,1,2
10993,112783077285179392,dtn usa charlie sheens winning ways get roasted he may have looked like he was winning but actor c,0,2
10995,100592502184214529,just realized facebook is using bing maps now i guess it makes sense given that theyre partly owned by microsoft,1,0
11006,102357414950604800,i swear when carter iv to drop on the 29th music artists beware you are now watching a master at work,2,0
11008,100741159265107968,lmao hope cm punk does him surely will with it his last match before summerslam is it next sunday,2,1
11012,100245678009237506,build a nation heard it today for the first timefist pump in the air rt who run the world remix with nicki minaj,1,2
11014,102522828758327296,i think i got a date with my boo irene tonightima have to change her name to hercules she so stronglol,2,0
11021,100242601780838401,yayyy rt nicki minaj pink friday up 15 places to on the official uk top 40,2,1
11023,107173682652250112,its a stretch but im picking yushin okami tomorrow think andersons athletic prime has passed and okamis cashing in at the right time,2,1
11025,112505769643094017,rt last night i had a dream that i made it to the vmas i was on 106park talking about my album coming out time t,1,2
11034,100487851703148544,league rt i just found that barcelona and real madrid are playing on sunday i need sleeping pills,0,1
11038,103927110929887232,rt deus ex exclusive hands on article going up tonight fucking love you twitter followers,2,0
11039,91230278244237312,all of the real democrats won their respective races will move on 2 face the 6 recalled republican state senators on august 9,2,1
11041,100002521464053761,going to see rise of the planet of the apes tonightoh yeah,2,1
11042,100031369626927105,eww lady gaga is at the femme fatale tour tonight dont be surprised if you see gaga using britneys props on her next tour lol,0,2
11049,101874697754509312,steve jobs silky mouthed fellatio is akin to the bliss of my iphone each and every morning hail to the king baby,2,0
11063,100171237455695872,hmm need to convert the euros i have left from barcelona for bristol on tuesday,1,0
11064,109272638165221376,cant believe that lloyd robertsons last broadcast is tonight end of an era who is gonna keep my grandma company at night,0,1
11067,111960575411621888,eagles etc rt on sunday the real teams play steelers giants etc,2,1
11071,100079174001238016,good morning yuki oh i like your name too does it means snow riko isnt my real name ive chose it because i like japan,2,0
11072,100109953997602816,obama has over 8 million followersi think only a few read every tweet that may be the case with all others,1,0
